id,location,date,total_cases,new_cases,total_deaths,new_deaths
31417,Cote d'Ivoire,8/8/2020,16620,96,104,0
31418,Croatia,8/8/2020,5543,77,157,2
31419,Cuba,8/8/2020,2888,59,88,0
31420,Cyprus,8/8/2020,1233,11,19,0
31421,Czechia,8/8/2020,18235,175,389,0
31422,Democratic Republic of Congo,8/8/2020,9436,81,218,0
31423,Denmark,8/8/2020,14751,4,617,0
31424,Djibouti,8/8/2020,5338,0,59,0
31425,Dominica,8/8/2020,18,0,,
31426,Dominican Republic,8/8/2020,78778,1069,1289,30
31427,Ecuador,8/8/2020,93572,1603,5916,19
31428,Egypt,8/8/2020,95314,167,4992,21
31429,El Salvador,8/8/2020,19978,434,536,16
31430,Equatorial Guinea,8/8/2020,4821,0,83,0
31431,Eritrea,8/8/2020,285,0,,
31432,Estonia,8/8/2020,2147,14,63,0
31433,Eswatini,8/8/2020,3128,92,56,0
31434,Ethiopia,8/8/2020,22253,801,390,10
31435,Europe,8/8/2020,3025417,15131,200953,292
31436,European Union,8/8/2020,1532561,6044,136965,97
31437,Fiji,8/8/2020,27,0,1,0
31438,Finland,8/8/2020,7568,14,331,0
31439,France,8/8/2020,237402,70,30329,1
31440,Gabon,8/8/2020,7923,0,51,0
31441,Gambia,8/8/2020,1090,0,19,0
31442,Georgia,8/8/2020,1216,3,17,0
31443,Germany,8/8/2020,216903,707,9201,6
31444,Ghana,8/8/2020,40533,436,206,0
31445,Greece,8/8/2020,5421,151,211,1
31446,Grenada,8/8/2020,24,0,,
31447,Guatemala,8/8/2020,56189,919,2197,29
31448,Guinea,8/8/2020,7875,98,50,0
31449,Guinea-Bissau,8/8/2020,2052,20,29,2
31450,Guyana,8/8/2020,554,16,22,0
31451,Haiti,8/8/2020,7582,38,171,0
31452,Honduras,8/8/2020,46973,608,1476,11
31453,Hong Kong,8/8/2020,,,,
31454,Hungary,8/8/2020,4653,32,602,0
31455,Iceland,8/8/2020,1955,3,10,0
31456,India,8/8/2020,2153010,64399,43379,861
31457,Indonesia,8/8/2020,123503,2277,5658,65
31458,International,8/8/2020,721,0,15,0
31459,Iran,8/8/2020,324692,2125,18264,132
31460,Iraq,8/8/2020,147389,3325,5310,74
31461,Ireland,8/8/2020,26644,174,1772,0
31462,Israel,8/8/2020,82481,754,659,13
31463,Italy,8/8/2020,250103,347,35203,13
31464,Jamaica,8/8/2020,1003,16,13,0
31465,Japan,8/8/2020,47342,1578,1042,0
31466,Jordan,8/8/2020,1246,9,11,0
31467,Kazakhstan,8/8/2020,109939,2009,1109,0
31468,Kenya,8/8/2020,25837,699,418,5
31469,Kosovo,8/8/2020,10059,190,316,13
31470,Kuwait,8/8/2020,71199,472,474,3
31471,Kyrgyzstan,8/8/2020,39571,409,1459,8
31472,Laos,8/8/2020,20,0,,
31473,Latvia,8/8/2020,1288,7,32,0
31474,Lebanon,8/8/2020,6223,272,78,8
31475,Lesotho,8/8/2020,742,0,23,0
31476,Liberia,8/8/2020,1234,4,79,1
31477,Libya,8/8/2020,5232,153,113,5
31478,Liechtenstein,8/8/2020,89,0,1,0
31479,Lithuania,8/8/2020,2225,36,64,0
31480,Luxembourg,8/8/2020,7169,56,120,1
31481,Madagascar,8/8/2020,12922,214,141,6
31482,Malawi,8/8/2020,4624,49,143,6
31483,Malaysia,8/8/2020,9070,7,125,0
31484,Maldives,8/8/2020,4898,129,19,0
31485,Mali,8/8/2020,2565,4,125,0
31486,Malta,8/8/2020,1035,40,9,0
31487,Mauritania,8/8/2020,6510,12,157,0
31488,Mauritius,8/8/2020,344,0,10,0
31489,Mexico,8/8/2020,475902,6495,52006,695
31490,Moldova,8/8/2020,27443,453,841,6
31491,Monaco,8/8/2020,131,3,4,0
31492,Mongolia,8/8/2020,293,0,,
31493,Montenegro,8/8/2020,3588,39,62,1
31494,Morocco,8/8/2020,32007,1345,480,19
31495,Mozambique,8/8/2020,2241,28,16,1
31496,Myanmar,8/8/2020,359,0,6,0
31497,Namibia,8/8/2020,2802,0,16,0
31498,Nepal,8/8/2020,22592,378,73,3
31499,Netherlands,8/8/2020,58717,600,6178,4
31500,New Zealand,8/8/2020,1569,0,22,0
31501,Nicaragua,8/8/2020,3902,0,123,0
31502,Niger,8/8/2020,1157,4,69,0
31503,Nigeria,8/8/2020,46140,453,942,6
31504,North America,8/8/2020,5913174,65944,231375,1891
31505,North Macedonia,8/8/2020,11754,200,523,4
31506,Norway,8/8/2020,9599,48,256,0
31507,Oceania,8/8/2020,22868,386,321,17
31508,Oman,8/8/2020,81357,290,509,7
31509,Pakistan,8/8/2020,283487,842,6068,16
31510,Palestine,8/8/2020,13928,206,96,2
31511,Panama,8/8/2020,73651,1091,1609,18
31512,Papua New Guinea,8/8/2020,188,0,3,0
31513,Paraguay,8/8/2020,6705,197,72,3
31514,Peru,8/8/2020,463875,0,20649,0
31515,Philippines,8/8/2020,126885,4131,2209,41
31516,Poland,8/8/2020,51167,843,1800,13
31517,Portugal,8/8/2020,52537,186,1750,4
31518,Qatar,8/8/2020,112650,267,182,2
31519,Romania,8/8/2020,60623,1350,2659,43
31520,Russia,8/8/2020,880563,5185,14827,129
31521,Rwanda,8/8/2020,2134,6,6,1
31522,Saint Kitts and Nevis,8/8/2020,17,0,,
31523,Saint Lucia,8/8/2020,25,0,,
31524,Saint Vincent and the Grenadines,8/8/2020,56,0,,
31525,San Marino,8/8/2020,699,0,42,0
31526,Sao Tome and Principe,8/8/2020,878,0,15,0
31527,Saudi Arabia,8/8/2020,287262,1469,3130,37
31528,Senegal,8/8/2020,11003,116,229,4
31529,Serbia,8/8/2020,27863,255,632,6
31530,Seychelles,8/8/2020,126,0,,
31531,Sierra Leone,8/8/2020,1895,8,68,0
31532,Singapore,8/8/2020,54929,132,27,0
31533,Slovakia,8/8/2020,2566,43,31,0
31534,Slovenia,8/8/2020,2247,14,126,1
31535,Somalia,8/8/2020,3227,0,93,0
31536,South Africa,8/8/2020,553188,7712,10210,301
31537,South America,8/8/2020,4684479,71856,158078,1452
31538,South Korea,8/8/2020,14598,36,305,1
31539,South Sudan,8/8/2020,2463,13,47,0
31540,Spain,8/8/2020,314362,0,28503,0
31541,Sri Lanka,8/8/2020,2841,2,11,0
31542,Sudan,8/8/2020,11894,0,773,0
31543,Suriname,8/8/2020,2306,103,29,0
31544,Sweden,8/8/2020,79359,260,5763,0
31545,Switzerland,8/8/2020,36451,182,1986,0
31546,Syria,8/8/2020,1125,65,50,2
31547,Taiwan,8/8/2020,479,2,7,0
31548,Tajikistan,8/8/2020,7706,0,62,0
31549,Tanzania,8/8/2020,509,0,21,0
31550,Thailand,8/8/2020,3348,3,58,0
31551,Timor,8/8/2020,25,0,,
31552,Togo,8/8/2020,1046,18,23,1
31553,Trinidad and Tobago,8/8/2020,275,50,8,0
31554,Tunisia,8/8/2020,1678,22,51,0
31555,Turkey,8/8/2020,239622,1172,5829,16
31556,Uganda,8/8/2020,1267,13,6,0
31557,Ukraine,8/8/2020,81534,1516,1906,27
31558,United Arab Emirates,8/8/2020,62300,239,356,0
31559,United Kingdom,8/8/2020,311461,765,41358,3
31560,United States,8/8/2020,5000709,54119,162541,1078
31561,Uruguay,8/8/2020,1335,10,37,0
31562,Uzbekistan,8/8/2020,29652,595,187,6
31563,Vatican,8/8/2020,12,0,,
31564,Venezuela,8/8/2020,24961,795,215,7
31565,Vietnam,8/8/2020,812,23,10,0
31566,World,8/8/2020,19651048,258518,721752,5414
31567,Yemen,8/8/2020,1797,1,512,0
31568,Zambia,8/8/2020,7903,417,203,3
31569,Zimbabwe,8/8/2020,4575,124,102,0
31570,Afghanistan,8/9/2020,37083,37,1321,6
31571,Africa,8/9/2020,1048275,12356,23279,358
31572,Albania,8/9/2020,6411,136,199,6
31573,Algeria,8/9/2020,35160,467,1302,9
31574,Andorra,8/9/2020,955,0,52,0
31575,Angola,8/9/2020,1672,100,75,5
31576,Antigua and Barbuda,8/9/2020,92,0,3,0
31577,Argentina,8/9/2020,246499,4688,4606,83
31578,Armenia,8/9/2020,40410,225,791,6
31579,Asia,8/9/2020,5055071,86601,109637,1548
31580,Australia,8/9/2020,21397,313,313,18
31581,Austria,8/9/2020,22033,114,721,0
31582,Azerbaijan,8/9/2020,33568,87,490,2
31583,Bahamas,8/9/2020,898,20,15,1
31584,Bahrain,8/9/2020,44011,382,162,1
31585,Bangladesh,8/9/2020,257600,2487,3399,34
31586,Barbados,8/9/2020,142,4,7,0
31587,Belarus,8/9/2020,68850,112,587,2
31588,Belgium,8/9/2020,74152,751,9872,2
31589,Belize,8/9/2020,153,7,2,0
31590,Benin,8/9/2020,1936,0,38,0
31591,Bhutan,8/9/2020,110,2,,
31592,Bolivia,8/9/2020,89999,944,3640,53
31593,Bosnia and Herzegovina,8/9/2020,13687,0,394,0
31594,Botswana,8/9/2020,804,0,2,0
31595,Brazil,8/9/2020,3035422,23010,101049,572
31596,Brunei,8/9/2020,142,0,3,0
31597,Bulgaria,8/9/2020,13396,53,447,2
31598,Burkina Faso,8/9/2020,1175,0,54,0
31599,Burundi,8/9/2020,408,3,1,0
31600,Cambodia,8/9/2020,251,3,,
31601,Cameroon,8/9/2020,18042,0,395,0
31602,Canada,8/9/2020,121367,219,9067,3
31603,Cape Verde,8/9/2020,2858,23,32,0
31604,Central African Republic,8/9/2020,4641,0,60,1
31605,Chad,8/9/2020,944,2,76,0
31606,Chile,8/9/2020,373056,2033,10077,66
31607,China,8/9/2020,88793,121,4686,5
31608,Colombia,8/9/2020,387481,10611,12842,302
31609,Comoros,8/9/2020,399,0,7,0
31610,Congo,8/9/2020,3664,0,58,0
31611,Costa Rica,8/9/2020,23286,484,235,7
31612,Cote d'Ivoire,8/9/2020,16715,95,105,1
31613,Croatia,8/9/2020,5604,61,157,0
31614,Cuba,8/9/2020,2953,65,88,0
31615,Cyprus,8/9/2020,1242,9,19,0
31616,Czechia,8/9/2020,18353,118,390,1
31617,Democratic Republic of Congo,8/9/2020,9454,18,224,6
31618,Denmark,8/9/2020,14759,8,617,0
31619,Djibouti,8/9/2020,5344,6,59,0
31620,Dominica,8/9/2020,18,0,,
31621,Dominican Republic,8/9/2020,79732,954,1309,20
31622,Ecuador,8/9/2020,94459,887,5922,6
31623,Egypt,8/9/2020,95492,178,5009,17
31624,El Salvador,8/9/2020,20423,445,549,13
31625,Equatorial Guinea,8/9/2020,4821,0,83,0
31626,Eritrea,8/9/2020,285,0,,
31627,Estonia,8/9/2020,2152,5,63,0
31628,Eswatini,8/9/2020,3236,108,58,2
31629,Ethiopia,8/9/2020,22818,565,407,17
31630,Europe,8/9/2020,3039211,13794,201156,203
31631,European Union,8/9/2020,1537654,5093,137029,64
31632,Fiji,8/9/2020,27,0,1,0
31633,Finland,8/9/2020,7584,16,331,0
31634,France,8/9/2020,237437,35,30329,0
31635,Gabon,8/9/2020,7923,0,51,0
31636,Gambia,8/9/2020,1235,145,23,4
31637,Georgia,8/9/2020,1225,9,17,0
31638,Germany,8/9/2020,217288,385,9202,1
31639,Ghana,8/9/2020,41003,470,215,9
31640,Greece,8/9/2020,5623,202,212,1
31641,Grenada,8/9/2020,24,0,,
31642,Guatemala,8/9/2020,56605,416,2211,14
31643,Guinea,8/9/2020,7930,55,50,0
31644,Guinea-Bissau,8/9/2020,2052,0,29,0
31645,Guyana,8/9/2020,568,14,22,0
31646,Haiti,8/9/2020,7599,17,177,6
31647,Honduras,8/9/2020,47454,481,1495,19
31648,Hong Kong,8/9/2020,,,,
31649,Hungary,8/9/2020,4696,43,602,0
31650,Iceland,8/9/2020,1958,3,10,0
31651,India,8/9/2020,2215074,62064,44386,1007
31652,Indonesia,8/9/2020,125396,1893,5723,65
31653,International,8/9/2020,721,0,15,0
31654,Iran,8/9/2020,326712,2020,18427,163
31655,Iraq,8/9/2020,150115,2726,5392,82
31656,Ireland,8/9/2020,26712,68,1772,0
31657,Israel,8/9/2020,83405,924,666,7
31658,Italy,8/9/2020,250566,463,35205,2
31659,Jamaica,8/9/2020,1023,20,14,1
31660,Japan,8/9/2020,48782,1440,1047,5
31661,Jordan,8/9/2020,1252,6,11,0
31662,Kazakhstan,8/9/2020,111822,1883,1109,0
31663,Kenya,8/9/2020,26436,599,420,2
31664,Kosovo,8/9/2020,10247,188,328,12
31665,Kuwait,8/9/2020,71713,514,478,4
31666,Kyrgyzstan,8/9/2020,39919,348,1468,9
31667,Laos,8/9/2020,20,0,,
31668,Latvia,8/9/2020,1290,2,32,0
31669,Lebanon,8/9/2020,6517,294,78,0
31670,Lesotho,8/9/2020,742,0,23,0
31671,Liberia,8/9/2020,1237,3,79,0
31672,Libya,8/9/2020,5451,219,119,6
31673,Liechtenstein,8/9/2020,89,0,1,0
31674,Lithuania,8/9/2020,2247,22,64,0
31675,Luxembourg,8/9/2020,7205,36,120,0
31676,Madagascar,8/9/2020,13086,164,148,7
31677,Malawi,8/9/2020,4658,34,146,3
31678,Malaysia,8/9/2020,9083,13,125,0
31679,Maldives,8/9/2020,5041,143,19,0
31680,Mali,8/9/2020,2567,2,125,0
31681,Malta,8/9/2020,1089,54,9,0
31682,Mauritania,8/9/2020,6523,13,157,0
31683,Mauritius,8/9/2020,344,0,10,0
31684,Mexico,8/9/2020,480278,4376,52298,292
31685,Moldova,8/9/2020,27660,217,845,4
31686,Monaco,8/9/2020,133,2,4,0
31687,Mongolia,8/9/2020,293,0,,
31688,Montenegro,8/9/2020,3618,30,64,2
31689,Morocco,8/9/2020,33237,1230,498,18
31690,Mozambique,8/9/2020,2269,28,16,0
31691,Myanmar,8/9/2020,360,1,6,0
31692,Namibia,8/9/2020,2949,147,19,3
31693,Nepal,8/9/2020,22972,380,75,2
31694,Netherlands,8/9/2020,59360,643,6178,0
31695,New Zealand,8/9/2020,1569,0,22,0
31696,Nicaragua,8/9/2020,3902,0,123,0
31697,Niger,8/9/2020,1158,1,69,0
31698,Nigeria,8/9/2020,46577,437,945,3
31699,North America,8/9/2020,5967282,54108,232305,930
31700,North Macedonia,8/9/2020,11839,85,527,4
31701,Norway,8/9/2020,9638,39,256,0
31702,Oceania,8/9/2020,23207,339,339,18
31703,Oman,8/9/2020,81580,223,513,4
31704,Pakistan,8/9/2020,284121,634,6082,14
31705,Palestine,8/9/2020,14208,280,97,1
31706,Panama,8/9/2020,74492,841,1639,30
31707,Papua New Guinea,8/9/2020,214,26,3,0
31708,Paraguay,8/9/2020,6907,202,75,3
31709,Peru,8/9/2020,478024,14149,21072,423
31710,Philippines,8/9/2020,129913,3028,2270,61
31711,Poland,8/9/2020,51791,624,1807,7
31712,Portugal,8/9/2020,52668,131,1756,6
31713,Qatar,8/9/2020,112947,297,184,2
31714,Romania,8/9/2020,61768,1145,2700,41
31715,Russia,8/9/2020,885718,5155,14903,76
31716,Rwanda,8/9/2020,2140,6,7,1
31717,Saint Kitts and Nevis,8/9/2020,17,0,,
31718,Saint Lucia,8/9/2020,25,0,,
31719,Saint Vincent and the Grenadines,8/9/2020,57,1,,
31720,San Marino,8/9/2020,699,0,42,0
31721,Sao Tome and Principe,8/9/2020,878,0,15,0
31722,Saudi Arabia,8/9/2020,288690,1428,3167,37
31723,Senegal,8/9/2020,11175,172,232,3
31724,Serbia,8/9/2020,28099,236,641,9
31725,Seychelles,8/9/2020,126,0,,
31726,Sierra Leone,8/9/2020,1916,21,68,0
31727,Singapore,8/9/2020,55104,175,27,0
31728,Slovakia,8/9/2020,2596,30,31,0
31729,Slovenia,8/9/2020,2249,2,127,1
31730,Somalia,8/9/2020,3227,0,93,0
31731,South Africa,8/9/2020,559859,6671,10408,198
31732,South America,8/9/2020,4741964,57485,159594,1516
31733,South Korea,8/9/2020,14626,28,305,0
31734,South Sudan,8/9/2020,2470,7,47,0
31735,Spain,8/9/2020,314362,0,28503,0
31736,Sri Lanka,8/9/2020,2844,3,11,0
31737,Sudan,8/9/2020,11956,62,781,8
31738,Suriname,8/9/2020,2391,85,29,0
31739,Sweden,8/9/2020,79432,73,5763,0
31740,Switzerland,8/9/2020,36603,152,1986,0
31741,Syria,8/9/2020,1188,63,52,2
31742,Taiwan,8/9/2020,477,-2,7,0
31743,Tajikistan,8/9/2020,7745,39,62,0
31744,Tanzania,8/9/2020,509,0,21,0
31745,Thailand,8/9/2020,3351,3,58,0
31746,Timor,8/9/2020,25,0,,
31747,Togo,8/9/2020,1060,14,23,0
31748,Trinidad and Tobago,8/9/2020,279,4,8,0
31749,Tunisia,8/9/2020,1697,19,51,0
31750,Turkey,8/9/2020,240804,1182,5844,15
31751,Uganda,8/9/2020,1283,16,7,1
31752,Ukraine,8/9/2020,82767,1233,1925,19
31753,United Arab Emirates,8/9/2020,62525,225,357,1
31754,United Kingdom,8/9/2020,312574,1113,41363,5
31755,United States,8/9/2020,5046463,45754,163065,524
31756,Uruguay,8/9/2020,1353,18,37,0
31757,Uzbekistan,8/9/2020,30609,957,194,7
31758,Vatican,8/9/2020,12,0,,
31759,Venezuela,8/9/2020,25805,844,223,8
31760,Vietnam,8/9/2020,841,29,13,3
31761,World,8/9/2020,19875731,224683,726325,4573
31762,Yemen,8/9/2020,1804,7,515,3
31763,Zambia,8/9/2020,8085,182,235,32
31764,Zimbabwe,8/9/2020,4649,74,104,2
31765,Afghanistan,8/10/2020,37153,70,1329,8
31766,Africa,8/10/2020,1057407,9132,23598,319
31767,Albania,8/10/2020,6536,125,200,1
31768,Algeria,8/10/2020,35712,552,1312,10
31769,Andorra,8/10/2020,963,8,52,0
31770,Angola,8/10/2020,1679,7,78,3
31771,Antigua and Barbuda,8/10/2020,92,0,3,0
31772,Argentina,8/10/2020,253868,7369,4764,158
31773,Armenia,8/10/2020,40433,23,796,5
31774,Asia,8/10/2020,5136490,81419,111340,1703
31775,Australia,8/10/2020,21713,316,331,18
31776,Austria,8/10/2020,22106,73,723,2
31777,Azerbaijan,8/10/2020,33647,79,492,2
31778,Bahamas,8/10/2020,945,47,15,0
31779,Bahrain,8/10/2020,44397,386,163,1
31780,Bangladesh,8/10/2020,260507,2907,3438,39
31781,Barbados,8/10/2020,142,0,7,0
31782,Belarus,8/10/2020,68947,97,589,2
31783,Belgium,8/10/2020,74620,468,9879,7
31784,Belize,8/10/2020,177,24,2,0
31785,Benin,8/10/2020,1936,0,38,0
31786,Bhutan,8/10/2020,110,0,,
31787,Bolivia,8/10/2020,91635,1636,3712,72
31788,Bosnia and Herzegovina,8/10/2020,14498,811,425,31
31789,Botswana,8/10/2020,1066,262,2,0
31790,Brazil,8/10/2020,3057470,22048,101752,703
31791,Brunei,8/10/2020,142,0,3,0
31792,Bulgaria,8/10/2020,13512,116,459,12
31793,Burkina Faso,8/10/2020,1204,29,54,0
31794,Burundi,8/10/2020,408,0,1,0
31795,Cambodia,8/10/2020,251,0,,
31796,Cameroon,8/10/2020,18042,0,395,0
31797,Canada,8/10/2020,122053,686,9074,7
31798,Cape Verde,8/10/2020,2883,25,32,0
31799,Central African Republic,8/10/2020,4641,0,60,0
31800,Chad,8/10/2020,945,1,76,0
31801,Chile,8/10/2020,375044,1988,10139,62
31802,China,8/10/2020,88906,113,4689,3
31803,Colombia,8/10/2020,397623,10142,13154,312
31804,Comoros,8/10/2020,399,0,7,0
31805,Congo,8/10/2020,3664,0,58,0
31806,Costa Rica,8/10/2020,23872,586,244,9
31807,Cote d'Ivoire,8/10/2020,16798,83,105,0
31808,Croatia,8/10/2020,5649,45,158,1
31809,Cuba,8/10/2020,3046,93,88,0
31810,Cyprus,8/10/2020,1252,10,19,0
31811,Czechia,8/10/2020,18494,141,390,0
31812,Democratic Republic of Congo,8/10/2020,9489,35,224,0
31813,Denmark,8/10/2020,15135,376,620,3
31814,Djibouti,8/10/2020,5347,3,59,0
31815,Dominica,8/10/2020,18,0,,
31816,Dominican Republic,8/10/2020,80499,767,1328,19
31817,Ecuador,8/10/2020,94701,242,5932,10
31818,Egypt,8/10/2020,95666,174,5035,26
31819,El Salvador,8/10/2020,20872,449,563,14
31820,Equatorial Guinea,8/10/2020,4821,0,83,0
31821,Eritrea,8/10/2020,285,0,,
31822,Estonia,8/10/2020,2158,6,63,0
31823,Eswatini,8/10/2020,3309,73,61,3
31824,Ethiopia,8/10/2020,23591,773,420,13
31825,Europe,8/10/2020,3066849,27638,201492,336
31826,European Union,8/10/2020,1556455,18801,137189,160
31827,Fiji,8/10/2020,27,0,1,0
31828,Finland,8/10/2020,7601,17,333,2
31829,France,8/10/2020,242168,4731,30344,15
31830,Gabon,8/10/2020,8006,83,51,0
31831,Gambia,8/10/2020,1235,0,23,0
31832,Georgia,8/10/2020,1250,25,17,0
31833,Germany,8/10/2020,218508,1220,9203,1
31834,Ghana,8/10/2020,41212,209,215,0
31835,Greece,8/10/2020,5749,126,213,1
31836,Grenada,8/10/2020,24,0,,
31837,Guatemala,8/10/2020,56987,382,2222,11
31838,Guinea,8/10/2020,7930,0,50,0
31839,Guinea-Bissau,8/10/2020,2052,0,29,0
31840,Guyana,8/10/2020,568,0,22,0
31841,Haiti,8/10/2020,7611,12,182,5
31842,Honduras,8/10/2020,47872,418,1506,11
31843,Hong Kong,8/10/2020,,,,
31844,Hungary,8/10/2020,4731,35,605,3
31845,Iceland,8/10/2020,1962,4,10,0
31846,India,8/10/2020,2268675,53601,45257,871
31847,Indonesia,8/10/2020,127083,1687,5765,42
31848,International,8/10/2020,721,0,15,0
31849,Iran,8/10/2020,328844,2132,18616,189
31850,Iraq,8/10/2020,153599,3484,5464,72
31851,Ireland,8/10/2020,26768,56,1772,0
31852,Israel,8/10/2020,85109,1704,681,15
31853,Italy,8/10/2020,250825,259,35209,4
31854,Jamaica,8/10/2020,1031,8,14,0
31855,Japan,8/10/2020,49617,835,1052,5
31856,Jordan,8/10/2020,1268,16,11,0
31857,Kazakhstan,8/10/2020,112722,900,1433,324
31858,Kenya,8/10/2020,26928,492,423,3
31859,Kosovo,8/10/2020,10419,172,341,13
31860,Kuwait,8/10/2020,72400,687,482,4
31861,Kyrgyzstan,8/10/2020,40085,166,1474,6
31862,Laos,8/10/2020,20,0,,
31863,Latvia,8/10/2020,1290,0,32,0
31864,Lebanon,8/10/2020,6812,295,80,2
31865,Lesotho,8/10/2020,781,39,24,1
31866,Liberia,8/10/2020,1240,3,79,0
31867,Libya,8/10/2020,5929,478,125,6
31868,Liechtenstein,8/10/2020,89,0,1,0
31869,Lithuania,8/10/2020,2259,12,64,0
31870,Luxembourg,8/10/2020,7216,11,121,1
31871,Madagascar,8/10/2020,13202,116,151,3
31872,Malawi,8/10/2020,4674,16,146,0
31873,Malaysia,8/10/2020,9094,11,125,0
31874,Maldives,8/10/2020,5157,116,19,0
31875,Mali,8/10/2020,2573,6,125,0
31876,Malta,8/10/2020,1112,23,9,0
31877,Mauritania,8/10/2020,6555,32,157,0
31878,Mauritius,8/10/2020,344,0,10,0
31879,Mexico,8/10/2020,485836,5558,53003,705
31880,Moldova,8/10/2020,27841,181,850,5
31881,Monaco,8/10/2020,133,0,4,0
31882,Mongolia,8/10/2020,293,0,,
31883,Montenegro,8/10/2020,3696,78,68,4
31884,Morocco,8/10/2020,34063,826,516,18
31885,Mozambique,8/10/2020,2411,142,16,0
31886,Myanmar,8/10/2020,360,0,6,0
31887,Namibia,8/10/2020,3101,152,19,0
31888,Nepal,8/10/2020,23310,338,79,4
31889,Netherlands,8/10/2020,60058,698,6178,0
31890,New Zealand,8/10/2020,1570,1,22,0
31891,Nicaragua,8/10/2020,3902,0,123,0
31892,Niger,8/10/2020,1158,0,69,0
31893,Nigeria,8/10/2020,46867,290,950,5
31894,North America,8/10/2020,6024840,57558,233746,1441
31895,North Macedonia,8/10/2020,11942,103,528,1
31896,Norway,8/10/2020,9684,46,256,0
31897,Oceania,8/10/2020,23524,317,357,18
31898,Oman,8/10/2020,81787,207,521,8
31899,Pakistan,8/10/2020,284660,539,6097,15
31900,Palestine,8/10/2020,14510,302,100,3
31901,Panama,8/10/2020,75394,902,1664,25
31902,Papua New Guinea,8/10/2020,214,0,3,0
31903,Paraguay,8/10/2020,7234,327,82,7
31904,Peru,8/10/2020,483133,5109,21276,204
31905,Philippines,8/10/2020,136638,6725,2294,24
31906,Poland,8/10/2020,52410,619,1809,2
31907,Portugal,8/10/2020,52825,157,1759,3
31908,Qatar,8/10/2020,113262,315,188,4
31909,Romania,8/10/2020,62547,779,2729,29
31910,Russia,8/10/2020,890799,5081,14973,70
31911,Rwanda,8/10/2020,2152,12,7,0
31912,Saint Kitts and Nevis,8/10/2020,17,0,,
31913,Saint Lucia,8/10/2020,25,0,,
31914,Saint Vincent and the Grenadines,8/10/2020,57,0,,
31915,San Marino,8/10/2020,699,0,42,0
31916,Sao Tome and Principe,8/10/2020,878,0,15,0
31917,Saudi Arabia,8/10/2020,289947,1257,3199,32
31918,Senegal,8/10/2020,11312,137,236,4
31919,Serbia,8/10/2020,28262,163,646,5
31920,Seychelles,8/10/2020,126,0,,
31921,Sierra Leone,8/10/2020,1917,1,69,1
31922,Singapore,8/10/2020,55292,188,27,0
31923,Slovakia,8/10/2020,2599,3,31,0
31924,Slovenia,8/10/2020,2255,6,128,1
31925,Somalia,8/10/2020,3227,0,93,0
31926,South Africa,8/10/2020,563598,3739,10621,213
31927,South America,8/10/2020,4791929,49965,161129,1535
31928,South Korea,8/10/2020,14660,34,305,0
31929,South Sudan,8/10/2020,2470,0,47,0
31930,Spain,8/10/2020,322980,8618,28576,73
31931,Sri Lanka,8/10/2020,2871,27,11,0
31932,Sudan,8/10/2020,12033,77,781,0
31933,Suriname,8/10/2020,2489,98,30,1
31934,Sweden,8/10/2020,79628,196,5763,0
31935,Switzerland,8/10/2020,36708,105,1987,1
31936,Syria,8/10/2020,1255,67,52,0
31937,Taiwan,8/10/2020,477,0,7,0
31938,Tajikistan,8/10/2020,7827,82,62,0
31939,Tanzania,8/10/2020,509,0,21,0
31940,Thailand,8/10/2020,3351,0,58,0
31941,Timor,8/10/2020,25,0,,
31942,Togo,8/10/2020,1067,7,25,2
31943,Trinidad and Tobago,8/10/2020,281,2,8,0
31944,Tunisia,8/10/2020,1717,20,51,0
31945,Turkey,8/10/2020,241997,1193,5858,14
31946,Uganda,8/10/2020,1297,14,9,2
31947,Ukraine,8/10/2020,83812,1045,1950,25
31948,United Arab Emirates,8/10/2020,62704,179,357,0
31949,United Kingdom,8/10/2020,313392,818,41381,18
31950,United States,8/10/2020,5094087,47624,163700,635
31951,Uruguay,8/10/2020,1364,11,37,0
31952,Uzbekistan,8/10/2020,31304,695,200,6
31953,Vatican,8/10/2020,12,0,,
31954,Venezuela,8/10/2020,26800,995,229,6
31955,Vietnam,8/10/2020,847,6,15,2
31956,World,8/10/2020,20101760,226029,731677,5352
31957,Yemen,8/10/2020,1832,28,518,3
31958,Zambia,8/10/2020,8210,125,241,6
31959,Zimbabwe,8/10/2020,4748,99,104,0
31960,Afghanistan,8/11/2020,37260,107,1346,17
31961,Africa,8/11/2020,1065290,7883,23867,269
31962,Albania,8/11/2020,6676,140,205,5
31963,Algeria,8/11/2020,36204,492,1322,10
31964,Andorra,8/11/2020,963,0,52,0
31965,Angola,8/11/2020,1735,56,80,2
31966,Antigua and Barbuda,8/11/2020,92,0,3,0
31967,Argentina,8/11/2020,260911,7043,5004,240
31968,Armenia,8/11/2020,40593,160,803,7
31969,Asia,8/11/2020,5222202,85712,112698,1358
31970,Australia,8/11/2020,22127,414,352,21
31971,Austria,8/11/2020,22245,139,723,0
31972,Azerbaijan,8/11/2020,33731,84,495,3
31973,Bahamas,8/11/2020,989,44,15,0
31974,Bahrain,8/11/2020,44804,407,165,2
31975,Bangladesh,8/11/2020,263503,2996,3471,33
31976,Barbados,8/11/2020,143,1,7,0
31977,Belarus,8/11/2020,69005,58,592,3
31978,Belgium,8/11/2020,75008,388,9885,6
31979,Belize,8/11/2020,177,0,2,0
