id,location,date,total_cases,new_cases,total_deaths,new_deaths
53410,Jamaica,11/28/2020,10669,69,251,1
53411,Japan,11/28/2020,145457,2679,2042,14
53412,Jordan,11/28/2020,210709,3108,2626,56
53413,Kazakhstan,11/28/2020,172805,1010,2430,1
53414,Kenya,11/28/2020,82605,949,1445,4
53415,Kosovo,11/28/2020,38431,639,989,14
53416,Kuwait,11/28/2020,142195,319,875,1
53417,Kyrgyzstan,11/28/2020,71971,423,1262,6
53418,Laos,11/28/2020,39,0,,
53419,Latvia,11/28/2020,16561,753,193,3
53420,Lebanon,11/28/2020,125678,1696,991,11
53421,Lesotho,11/28/2020,2109,0,44,0
53422,Liberia,11/28/2020,1595,0,83,0
53423,Libya,11/28/2020,81273,0,1153,0
53424,Liechtenstein,11/28/2020,1253,22,15,0
53425,Lithuania,11/28/2020,58211,2126,571,22
53426,Luxembourg,11/28/2020,33409,0,300,0
53427,Madagascar,11/28/2020,17341,0,251,0
53428,Malawi,11/28/2020,6025,1,185,0
53429,Malaysia,11/28/2020,63176,1315,354,4
53430,Maldives,11/28/2020,12947,14,46,0
53431,Mali,11/28/2020,4659,92,149,0
53432,Malta,11/28/2020,9609,108,132,4
53433,Marshall Islands,11/28/2020,4,0,,
53434,Mauritania,11/28/2020,8458,34,172,0
53435,Mauritius,11/28/2020,501,0,10,0
53436,Mexico,11/28/2020,1101403,10728,105459,586
53437,Moldova,11/28/2020,105852,1712,2269,19
53438,Monaco,11/28/2020,607,4,3,0
53439,Mongolia,11/28/2020,784,24,,
53440,Montenegro,11/28/2020,34454,618,481,7
53441,Morocco,11/28/2020,349688,4412,5739,50
53442,Mozambique,11/28/2020,15586,80,129,1
53443,Myanmar,11/28/2020,87977,1344,1887,22
53444,Namibia,11/28/2020,14285,78,150,1
53445,Nepal,11/28/2020,230723,1380,1454,19
53446,Netherlands,11/28/2020,521639,4594,9403,60
53447,New Zealand,11/28/2020,2050,0,25,0
53448,Nicaragua,11/28/2020,5784,0,160,0
53449,Niger,11/28/2020,1484,12,70,0
53450,Nigeria,11/28/2020,67330,110,1171,0
53451,North America,11/28/2020,15604865,176002,402585,2062
53452,North Macedonia,11/28/2020,60723,1022,1699,41
53453,Norway,11/28/2020,35546,353,328,0
53454,Oceania,11/28/2020,30649,6,941,0
53455,Oman,11/28/2020,122579,0,1391,0
53456,Pakistan,11/28/2020,395185,2829,7985,43
53457,Palestine,11/28/2020,81890,1461,704,15
53458,Panama,11/28/2020,163453,1709,3039,9
53459,Papua New Guinea,11/28/2020,645,0,7,0
53460,Paraguay,11/28/2020,81131,695,1731,11
53461,Peru,11/28/2020,960368,4021,35879,94
53462,Philippines,11/28/2020,427797,1879,8333,78
53463,Poland,11/28/2020,973593,15177,16746,599
53464,Portugal,11/28/2020,290706,4868,4363,87
53465,Qatar,11/28/2020,138477,227,237,0
53466,Romania,11/28/2020,465982,8134,11045,161
53467,Russia,11/28/2020,2223500,26809,38676,501
53468,Rwanda,11/28/2020,5891,19,47,0
53469,Saint Kitts and Nevis,11/28/2020,22,0,,
53470,Saint Lucia,11/28/2020,252,6,2,0
53471,Saint Vincent and the Grenadines,11/28/2020,85,0,,
53472,Samoa,11/28/2020,2,0,,
53473,San Marino,11/28/2020,1586,32,45,1
53474,Sao Tome and Principe,11/28/2020,989,4,17,0
53475,Saudi Arabia,11/28/2020,356911,220,5870,13
53476,Senegal,11/28/2020,16027,46,332,0
53477,Serbia,11/28/2020,163035,7041,1484,61
53478,Seychelles,11/28/2020,173,0,,
53479,Sierra Leone,11/28/2020,2410,0,74,0
53480,Singapore,11/28/2020,58205,6,29,1
53481,Slovakia,11/28/2020,104632,1526,798,27
53482,Slovenia,11/28/2020,74257,1583,1336,43
53483,Solomon Islands,11/28/2020,17,0,,
53484,Somalia,11/28/2020,4451,0,113,0
53485,South Africa,11/28/2020,785139,3198,21439,61
53486,South America,11/28/2020,11047122,75483,323769,1053
53487,South Korea,11/28/2020,33824,449,523,1
53488,South Sudan,11/28/2020,3104,0,61,0
53489,Spain,11/28/2020,1628208,0,44668,0
53490,Sri Lanka,11/28/2020,22988,487,109,2
53491,Sudan,11/28/2020,17627,223,1235,20
53492,Suriname,11/28/2020,5312,1,117,0
53493,Sweden,11/28/2020,243129,0,6681,0
53494,Switzerland,11/28/2020,318290,0,4621,50
53495,Syria,11/28/2020,7715,80,409,5
53496,Taiwan,11/28/2020,648,9,7,0
53497,Tajikistan,11/28/2020,12118,36,86,0
53498,Tanzania,11/28/2020,509,0,21,0
53499,Thailand,11/28/2020,3977,11,60,0
53500,Timor,11/28/2020,30,0,,
53501,Togo,11/28/2020,2946,20,64,0
53502,Trinidad and Tobago,11/28/2020,6630,44,118,0
53503,Tunisia,11/28/2020,94980,1210,3153,47
53504,Turkey,11/28/2020,578347,30103,13373,182
53505,Uganda,11/28/2020,19944,356,201,4
53506,Ukraine,11/28/2020,728834,16585,12485,193
53507,United Arab Emirates,11/28/2020,166502,1252,569,2
53508,United Kingdom,11/28/2020,1609144,15891,58127,479
53509,United States,11/28/2020,13369528,155533,268626,1360
53510,Uruguay,11/28/2020,5511,208,75,1
53511,Uzbekistan,11/28/2020,72718,205,608,1
53512,Vanuatu,11/28/2020,1,0,,
53513,Vatican,11/28/2020,27,0,,
53514,Venezuela,11/28/2020,101760,236,892,4
53515,Vietnam,11/28/2020,1341,2,35,0
53516,World,11/28/2020,62413501,586031,1455571,9282
53517,Yemen,11/28/2020,2074,0,604,0
53518,Zambia,11/28/2020,17589,20,357,0
53519,Zimbabwe,11/28/2020,9822,108,275,0
53520,Afghanistan,11/29/2020,46116,272,1774,22
53521,Africa,11/29/2020,2163973,13071,51723,224
53522,Albania,11/29/2020,37625,835,798,11
53523,Algeria,11/29/2020,82221,1009,2410,17
53524,Andorra,11/29/2020,6712,102,76,0
53525,Angola,11/29/2020,15103,16,346,1
53526,Antigua and Barbuda,11/29/2020,141,0,4,0
53527,Argentina,11/29/2020,1418807,5432,38473,151
53528,Armenia,11/29/2020,134768,1174,2142,21
53529,Asia,11/29/2020,16675866,125422,290523,1682
53530,Australia,11/29/2020,27902,10,908,1
53531,Austria,11/29/2020,279708,4047,3105,87
53532,Azerbaijan,11/29/2020,118195,4170,1361,38
53533,Bahamas,11/29/2020,7517,21,163,0
53534,Bahrain,11/29/2020,86787,142,341,0
53535,Bangladesh,11/29/2020,462407,1788,6609,29
53536,Barbados,11/29/2020,275,5,7,0
53537,Belarus,11/29/2020,135008,1684,1151,8
53538,Belgium,11/29/2020,576599,2151,16547,86
53539,Belize,11/29/2020,5743,96,147,3
53540,Benin,11/29/2020,2974,0,43,0
53541,Bhutan,11/29/2020,396,0,,
53542,Bolivia,11/29/2020,144622,30,8952,3
53543,Bosnia and Herzegovina,11/29/2020,87374,664,2620,44
53544,Botswana,11/29/2020,10258,0,31,0
53545,Brazil,11/29/2020,6314740,24468,172833,272
53546,Brunei,11/29/2020,150,0,3,0
53547,Bulgaria,11/29/2020,142486,739,3814,65
53548,Burkina Faso,11/29/2020,2856,40,68,0
53549,Burundi,11/29/2020,681,0,1,0
53550,Cambodia,11/29/2020,323,8,,
53551,Cameroon,11/29/2020,24117,0,437,0
53552,Canada,11/29/2020,373662,5383,12130,74
53553,Cape Verde,11/29/2020,10747,47,105,0
53554,Central African Republic,11/29/2020,4913,0,63,0
53555,Chad,11/29/2020,1682,19,101,0
53556,Chile,11/29/2020,550430,1489,15356,34
53557,China,11/29/2020,92814,133,4743,0
53558,Colombia,11/29/2020,1308376,8763,36584,183
53559,Comoros,11/29/2020,611,0,7,0
53560,Congo,11/29/2020,5774,0,94,0
53561,Costa Rica,11/29/2020,137093,0,1690,0
53562,Cote d'Ivoire,11/29/2020,21310,49,131,0
53563,Croatia,11/29/2020,126612,2919,1712,57
53564,Cuba,11/29/2020,8233,60,134,1
53565,Cyprus,11/29/2020,10383,152,48,0
53566,Czechia,11/29/2020,519723,1074,8138,84
53567,Democratic Republic of Congo,11/29/2020,12702,94,333,0
53568,Denmark,11/29/2020,79872,998,829,6
53569,Djibouti,11/29/2020,5677,1,61,0
53570,Dominica,11/29/2020,85,0,,
53571,Dominican Republic,11/29/2020,143473,820,2330,2
53572,Ecuador,11/29/2020,192117,1208,13423,52
53573,Egypt,11/29/2020,115541,358,6636,15
53574,El Salvador,11/29/2020,38758,172,1111,4
53575,Equatorial Guinea,11/29/2020,5153,0,85,0
53576,Eritrea,11/29/2020,577,0,,
53577,Estonia,11/29/2020,12052,354,112,3
53578,Eswatini,11/29/2020,6410,4,121,0
53579,Ethiopia,11/29/2020,109534,604,1700,5
53580,Europe,11/29/2020,17179664,150866,391066,3145
53581,European Union,11/29/2020,11524957,86246,264210,2119
53582,Fiji,11/29/2020,38,0,2,0
53583,Finland,11/29/2020,24629,322,393,0
53584,France,11/29/2020,2272520,9763,52410,198
53585,Gabon,11/29/2020,9191,0,59,0
53586,Gambia,11/29/2020,3734,3,123,0
53587,Georgia,11/29/2020,132368,4426,1230,35
53588,Germany,11/29/2020,1055691,3197,16306,125
53589,Ghana,11/29/2020,51569,190,323,0
53590,Greece,11/29/2020,104227,1193,2321,98
53591,Grenada,11/29/2020,41,0,,
53592,Guatemala,11/29/2020,121971,173,4166,5
53593,Guinea,11/29/2020,13039,0,76,0
53594,Guinea-Bissau,11/29/2020,2422,0,43,0
53595,Guyana,11/29/2020,5376,38,150,1
53596,Haiti,11/29/2020,9264,0,232,0
53597,Honduras,11/29/2020,107888,375,2909,4
53598,Hong Kong,11/29/2020,,,,
53599,Hungary,11/29/2020,211527,6819,4672,156
53600,Iceland,11/29/2020,5381,10,26,0
53601,India,11/29/2020,9431691,38772,137139,443
53602,Indonesia,11/29/2020,534266,6267,16815,169
53603,International,11/29/2020,721,0,15,0
53604,Iran,11/29/2020,948749,12950,47874,388
53605,Iraq,11/29/2020,550435,1614,12224,24
53606,Ireland,11/29/2020,72241,299,2052,2
53607,Israel,11/29/2020,335933,1025,2864,8
53608,Italy,11/29/2020,1585178,20646,54904,541
53609,Jamaica,11/29/2020,10709,40,256,5
53610,Japan,11/29/2020,147515,2058,2057,15
53611,Jordan,11/29/2020,214307,3598,2694,68
53612,Kazakhstan,11/29/2020,173763,958,2433,3
53613,Kenya,11/29/2020,83316,711,1452,7
53614,Kosovo,11/29/2020,39057,626,1005,16
53615,Kuwait,11/29/2020,142426,231,878,3
53616,Kyrgyzstan,11/29/2020,72807,836,1271,9
53617,Laos,11/29/2020,39,0,,
53618,Latvia,11/29/2020,16975,414,197,4
53619,Lebanon,11/29/2020,126944,1266,1004,13
53620,Lesotho,11/29/2020,2109,0,44,0
53621,Liberia,11/29/2020,1595,0,83,0
53622,Libya,11/29/2020,82430,1157,1166,13
53623,Liechtenstein,11/29/2020,1253,0,15,0
53624,Lithuania,11/29/2020,60176,1965,593,22
53625,Luxembourg,11/29/2020,33409,0,300,0
53626,Madagascar,11/29/2020,17341,0,251,0
53627,Malawi,11/29/2020,6025,0,185,0
53628,Malaysia,11/29/2020,64485,1309,357,3
53629,Maldives,11/29/2020,12994,47,46,0
53630,Mali,11/29/2020,4688,29,152,3
53631,Malta,11/29/2020,9752,143,133,1
53632,Marshall Islands,11/29/2020,4,0,,
53633,Mauritania,11/29/2020,8547,89,175,3
53634,Mauritius,11/29/2020,501,0,10,0
53635,Mexico,11/29/2020,1107071,5668,105655,196
53636,Moldova,11/29/2020,107017,1165,2290,21
53637,Monaco,11/29/2020,608,1,3,0
53638,Mongolia,11/29/2020,791,7,,
53639,Montenegro,11/29/2020,34881,427,487,6
53640,Morocco,11/29/2020,353803,4115,5789,50
53641,Mozambique,11/29/2020,15613,27,130,1
53642,Myanmar,11/29/2020,89486,1509,1918,31
53643,Namibia,11/29/2020,14345,60,151,1
53644,Nepal,11/29/2020,231978,1255,1479,25
53645,Netherlands,11/29/2020,527336,5697,9426,23
53646,New Zealand,11/29/2020,2056,6,25,0
53647,Nicaragua,11/29/2020,5784,0,160,0
53648,Niger,11/29/2020,1516,32,70,0
53649,Nigeria,11/29/2020,67412,82,1173,2
53650,North America,11/29/2020,15759223,154358,403938,1353
53651,North Macedonia,11/29/2020,61543,820,1731,32
53652,Norway,11/29/2020,35828,282,328,0
53653,Oceania,11/29/2020,30665,16,942,1
53654,Oman,11/29/2020,123484,905,1418,27
53655,Pakistan,11/29/2020,398024,2839,8025,40
53656,Palestine,11/29/2020,83585,1695,717,13
53657,Panama,11/29/2020,164729,1276,3060,21
53658,Papua New Guinea,11/29/2020,645,0,7,0
53659,Paraguay,11/29/2020,81906,775,1743,12
53660,Peru,11/29/2020,962530,2162,35923,44
53661,Philippines,11/29/2020,429864,2067,8373,40
53662,Poland,11/29/2020,985075,11482,17029,283
53663,Portugal,11/29/2020,294799,4093,4427,64
53664,Qatar,11/29/2020,138648,171,237,0
53665,Romania,11/29/2020,471536,5554,11193,148
53666,Russia,11/29/2020,2249890,26390,39127,451
53667,Rwanda,11/29/2020,5919,28,48,1
53668,Saint Kitts and Nevis,11/29/2020,22,0,,
53669,Saint Lucia,11/29/2020,257,5,2,0
53670,Saint Vincent and the Grenadines,11/29/2020,85,0,,
53671,Samoa,11/29/2020,2,0,,
53672,San Marino,11/29/2020,1586,0,45,0
53673,Sao Tome and Principe,11/29/2020,989,0,17,0
53674,Saudi Arabia,11/29/2020,357128,217,5884,14
53675,Senegal,11/29/2020,16075,48,333,1
53676,Serbia,11/29/2020,169214,6179,1549,65
53677,Seychelles,11/29/2020,173,0,,
53678,Sierra Leone,11/29/2020,2411,1,74,0
53679,Singapore,11/29/2020,58213,8,29,0
53680,Slovakia,11/29/2020,105733,1101,816,18
53681,Slovenia,11/29/2020,75381,1124,1384,48
53682,Solomon Islands,11/29/2020,17,0,,
53683,Somalia,11/29/2020,4451,0,113,0
53684,South Africa,11/29/2020,787702,2563,21477,38
53685,South America,11/29/2020,11091972,44850,324524,755
53686,South Korea,11/29/2020,34201,377,526,3
53687,South Sudan,11/29/2020,3109,5,61,0
53688,Spain,11/29/2020,1628208,0,44668,0
53689,Sri Lanka,11/29/2020,23484,496,116,7
53690,Sudan,11/29/2020,17810,183,1235,0
53691,Suriname,11/29/2020,5312,0,117,0
53692,Sweden,11/29/2020,243129,0,6681,0
53693,Switzerland,11/29/2020,318290,0,4650,29
53694,Syria,11/29/2020,7797,82,413,4
53695,Taiwan,11/29/2020,651,3,7,0
53696,Tajikistan,11/29/2020,12155,37,86,0
53697,Tanzania,11/29/2020,509,0,21,0
53698,Thailand,11/29/2020,3998,21,60,0
53699,Timor,11/29/2020,30,0,,
53700,Togo,11/29/2020,2962,16,64,0
53701,Trinidad and Tobago,11/29/2020,6660,30,120,2
53702,Tunisia,11/29/2020,96251,1271,3219,66
53703,Turkey,11/29/2020,607628,29281,13558,185
53704,Uganda,11/29/2020,20145,201,201,0
53705,Ukraine,11/29/2020,742105,13271,12613,128
53706,United Arab Emirates,11/29/2020,167753,1251,570,1
53707,United Kingdom,11/29/2020,1621308,12164,58342,215
53708,United States,11/29/2020,13509762,140234,269662,1036
53709,Uruguay,11/29/2020,5716,205,76,1
53710,Uzbekistan,11/29/2020,72870,152,608,0
53711,Vanuatu,11/29/2020,1,0,,
53712,Vatican,11/29/2020,27,0,,
53713,Venezuela,11/29/2020,102040,280,894,2
53714,Vietnam,11/29/2020,1343,2,35,0
53715,World,11/29/2020,62902084,488583,1462731,7160
53716,Yemen,11/29/2020,2077,3,605,1
53717,Zambia,11/29/2020,17608,19,357,0
53718,Zimbabwe,11/29/2020,9822,0,275,0
53719,Afghanistan,11/30/2020,46274,158,1795,21
53720,Africa,11/30/2020,2174323,10350,51992,269
53721,Albania,11/30/2020,38182,557,810,12
53722,Algeria,11/30/2020,83199,978,2431,21
53723,Andorra,11/30/2020,6745,33,76,0
53724,Angola,11/30/2020,15139,36,348,2
53725,Antigua and Barbuda,11/30/2020,141,0,4,0
53726,Argentina,11/30/2020,1424533,5726,38730,257
53727,Armenia,11/30/2020,135124,356,2164,22
53728,Asia,11/30/2020,16791288,115422,292161,1638
53729,Australia,11/30/2020,27912,10,908,0
53730,Austria,11/30/2020,282456,2748,3184,79
53731,Azerbaijan,11/30/2020,121176,2981,1392,31
53732,Bahamas,11/30/2020,7541,24,163,0
53733,Bahrain,11/30/2020,86956,169,341,0
53734,Bangladesh,11/30/2020,464932,2525,6644,35
53735,Barbados,11/30/2020,276,1,7,0
53736,Belarus,11/30/2020,136647,1639,1158,7
53737,Belgium,11/30/2020,577345,746,16645,98
53738,Belize,11/30/2020,5854,111,148,1
53739,Benin,11/30/2020,3015,41,43,0
53740,Bhutan,11/30/2020,410,14,,
53741,Bolivia,11/30/2020,144708,86,8957,5
53742,Bosnia and Herzegovina,11/30/2020,87901,527,2681,61
53743,Botswana,11/30/2020,10742,484,34,3
53744,Brazil,11/30/2020,6335878,21138,173120,287
53745,Brunei,11/30/2020,150,0,3,0
53746,Bulgaria,11/30/2020,145300,2814,4035,221
53747,Burkina Faso,11/30/2020,2886,30,68,0
53748,Burundi,11/30/2020,688,7,1,0
53749,Cambodia,11/30/2020,326,3,,
53750,Cameroon,11/30/2020,24445,328,437,0
53751,Canada,11/30/2020,381557,7895,12239,109
53752,Cape Verde,11/30/2020,10761,14,105,0
53753,Central African Republic,11/30/2020,4913,0,63,0
53754,Chad,11/30/2020,1688,6,101,0
53755,Chile,11/30/2020,551743,1313,15410,54
53756,China,11/30/2020,92902,88,4743,0
53757,Colombia,11/30/2020,1316806,8430,36766,182
53758,Comoros,11/30/2020,611,0,7,0
53759,Congo,11/30/2020,5774,0,94,0
53760,Costa Rica,11/30/2020,139638,2545,1726,36
53761,Cote d'Ivoire,11/30/2020,21331,21,132,1
53762,Croatia,11/30/2020,128442,1830,1786,74
53763,Cuba,11/30/2020,8284,51,135,1
53764,Cyprus,11/30/2020,10565,182,49,1
53765,Czechia,11/30/2020,523298,3575,8295,157
53766,Democratic Republic of Congo,11/30/2020,12772,70,333,0
53767,Denmark,11/30/2020,81002,1130,837,8
53768,Djibouti,11/30/2020,5679,2,61,0
53769,Dominica,11/30/2020,85,0,,
53770,Dominican Republic,11/30/2020,143988,515,2331,1
53771,Ecuador,11/30/2020,192685,568,13461,38
53772,Egypt,11/30/2020,115911,370,6650,14
53773,El Salvador,11/30/2020,38941,183,1114,3
53774,Equatorial Guinea,11/30/2020,5153,0,85,0
53775,Eritrea,11/30/2020,577,0,,
53776,Estonia,11/30/2020,12308,256,118,6
53777,Eswatini,11/30/2020,6419,9,122,1
53778,Ethiopia,11/30/2020,110074,540,1706,6
53779,Europe,11/30/2020,17344228,164564,395382,4316
53780,European Union,11/30/2020,11621065,96108,267466,3256
53781,Fiji,11/30/2020,42,4,2,0
53782,Finland,11/30/2020,24912,283,399,6
53783,France,11/30/2020,2276874,4354,52819,409
53784,Gabon,11/30/2020,9214,23,60,1
53785,Gambia,11/30/2020,3742,8,123,0
53786,Georgia,11/30/2020,135584,3216,1267,37
53787,Germany,11/30/2020,1069912,14221,16694,388
53788,Ghana,11/30/2020,51667,98,323,0
53789,Greece,11/30/2020,105271,1044,2406,85
53790,Grenada,11/30/2020,41,0,,
53791,Guatemala,11/30/2020,122062,91,4171,5
53792,Guinea,11/30/2020,13119,80,76,0
53793,Guinea-Bissau,11/30/2020,2441,19,44,1
53794,Guyana,11/30/2020,5406,30,151,1
53795,Haiti,11/30/2020,9272,8,232,0
53796,Honduras,11/30/2020,108253,365,2918,9
53797,Hong Kong,11/30/2020,,,,
53798,Hungary,11/30/2020,217122,5595,4823,151
53799,Iceland,11/30/2020,5392,11,26,0
53800,India,11/30/2020,9462809,31118,137621,482
53801,Indonesia,11/30/2020,538883,4617,16945,130
53802,International,11/30/2020,721,0,15,0
53803,Iran,11/30/2020,962070,13321,48246,372
53804,Iraq,11/30/2020,552549,2114,12258,34
53805,Ireland,11/30/2020,72544,303,2053,1
53806,Israel,11/30/2020,337191,1258,2872,8
53807,Italy,11/30/2020,1601554,16376,55576,672
53808,Jamaica,11/30/2020,10763,54,257,1
53809,Japan,11/30/2020,148962,1447,2076,19
53810,Jordan,11/30/2020,219430,5123,2751,57
53811,Kazakhstan,11/30/2020,174563,800,2433,0
53812,Kenya,11/30/2020,83618,302,1469,17
53813,Kosovo,11/30/2020,39596,539,1016,11
53814,Kuwait,11/30/2020,142635,209,880,2
53815,Kyrgyzstan,11/30/2020,73178,371,1275,4
53816,Laos,11/30/2020,39,0,,
53817,Latvia,11/30/2020,17075,100,206,9
53818,Lebanon,11/30/2020,127944,1000,1018,14
53819,Lesotho,11/30/2020,2109,0,44,0
53820,Liberia,11/30/2020,1595,0,83,0
53821,Libya,11/30/2020,82809,379,1183,17
53822,Liechtenstein,11/30/2020,1270,17,16,1
53823,Lithuania,11/30/2020,61311,1135,620,27
53824,Luxembourg,11/30/2020,34678,1269,321,21
53825,Madagascar,11/30/2020,17341,0,251,0
53826,Malawi,11/30/2020,6028,3,185,0
53827,Malaysia,11/30/2020,65697,1212,360,3
53828,Maldives,11/30/2020,13011,17,46,0
53829,Mali,11/30/2020,4710,22,156,4
53830,Malta,11/30/2020,9873,121,137,4
53831,Marshall Islands,11/30/2020,4,0,,
53832,Mauritania,11/30/2020,8601,54,177,2
53833,Mauritius,11/30/2020,504,3,10,0
53834,Mexico,11/30/2020,1113543,6472,105940,285
53835,Moldova,11/30/2020,107364,347,2304,14
53836,Monaco,11/30/2020,609,1,3,0
53837,Mongolia,11/30/2020,801,10,,
53838,Montenegro,11/30/2020,35265,384,499,12
53839,Morocco,11/30/2020,356336,2533,5846,57
53840,Mozambique,11/30/2020,15701,88,131,1
53841,Myanmar,11/30/2020,90713,1227,1941,23
53842,Namibia,11/30/2020,14380,35,151,0
53843,Nepal,11/30/2020,233452,1474,1508,29
53844,Netherlands,11/30/2020,531930,4594,9453,27
53845,New Zealand,11/30/2020,2059,3,25,0
53846,Nicaragua,11/30/2020,5784,0,160,0
53847,Niger,11/30/2020,1548,32,72,2
53848,Nigeria,11/30/2020,67557,145,1173,0
53849,North America,11/30/2020,15939196,179973,405754,1816
53850,North Macedonia,11/30/2020,61878,335,1763,32
53851,Norway,11/30/2020,36150,322,332,4
53852,Oceania,11/30/2020,30693,28,942,0
53853,Oman,11/30/2020,123699,215,1423,5
53854,Pakistan,11/30/2020,400482,2458,8091,66
53855,Palestine,11/30/2020,85647,2062,732,15
53856,Panama,11/30/2020,165806,1077,3079,19
53857,Papua New Guinea,11/30/2020,656,11,7,0
53858,Paraguay,11/30/2020,82424,518,1756,13
53859,Peru,11/30/2020,962530,0,35923,0
53860,Philippines,11/30/2020,431630,1766,8392,19
53861,Poland,11/30/2020,990811,5736,17150,121
53862,Portugal,11/30/2020,298061,3262,4505,78
53863,Qatar,11/30/2020,138833,185,237,0
53864,Romania,11/30/2020,475362,3826,11331,138
53865,Russia,11/30/2020,2275936,26046,39491,364
53866,Rwanda,11/30/2020,5934,15,49,1
53867,Saint Kitts and Nevis,11/30/2020,22,0,,
53868,Saint Lucia,11/30/2020,259,2,2,0
53869,Saint Vincent and the Grenadines,11/30/2020,85,0,,
53870,Samoa,11/30/2020,2,0,,
53871,San Marino,11/30/2020,1612,26,46,1
53872,Sao Tome and Principe,11/30/2020,991,2,17,0
53873,Saudi Arabia,11/30/2020,357360,232,5896,12
53874,Senegal,11/30/2020,16089,14,333,0
53875,Serbia,11/30/2020,175438,6224,1604,55
53876,Seychelles,11/30/2020,183,10,,
53877,Sierra Leone,11/30/2020,2412,1,74,0
53878,Singapore,11/30/2020,58218,5,29,0
53879,Slovakia,11/30/2020,105929,196,839,23
53880,Slovenia,11/30/2020,75814,433,1435,51
53881,Solomon Islands,11/30/2020,17,0,,
53882,Somalia,11/30/2020,4451,0,113,0
53883,South Africa,11/30/2020,790004,2302,21535,58
53884,South America,11/30/2020,11130276,38304,325365,841
53885,South Korea,11/30/2020,34652,451,526,0
53886,South Sudan,11/30/2020,3109,0,61,0
53887,Spain,11/30/2020,1648187,19979,45069,401
53888,Sri Lanka,11/30/2020,23987,503,118,2
53889,Sudan,11/30/2020,18045,235,1249,14
53890,Suriname,11/30/2020,5312,0,117,0
53891,Sweden,11/30/2020,243129,0,6681,0
53892,Switzerland,11/30/2020,327072,8782,4815,165
53893,Syria,11/30/2020,7887,90,417,4
53894,Taiwan,11/30/2020,675,24,7,0
53895,Tajikistan,11/30/2020,12194,39,86,0
53896,Tanzania,11/30/2020,509,0,21,0
53897,Thailand,11/30/2020,4008,10,60,0
53898,Timor,11/30/2020,30,0,,
53899,Togo,11/30/2020,2974,12,64,0
53900,Trinidad and Tobago,11/30/2020,6669,9,120,0
53901,Tunisia,11/30/2020,96769,518,3260,41
53902,Turkey,11/30/2020,638847,31219,13746,188
53903,Uganda,11/30/2020,20459,314,205,4
53904,Ukraine,11/30/2020,752343,10238,12731,118
53905,United Arab Emirates,11/30/2020,168860,1107,572,2
53906,United Kingdom,11/30/2020,1633736,12428,58545,203
53907,United States,11/30/2020,13670332,160570,271008,1346
53908,Uruguay,11/30/2020,5857,141,77,1
53909,Uzbekistan,11/30/2020,73094,224,610,2
53910,Vanuatu,11/30/2020,1,0,,
53911,Vatican,11/30/2020,27,0,,
53912,Venezuela,11/30/2020,102394,354,897,3
53913,Vietnam,11/30/2020,1347,4,35,0
53914,World,11/30/2020,63410725,508641,1471611,8880
53915,Yemen,11/30/2020,2077,0,605,0
53916,Zambia,11/30/2020,17647,39,357,0
53917,Zimbabwe,11/30/2020,9950,128,276,1
53918,Afghanistan,12/1/2020,46516,242,1822,27
53919,Africa,12/1/2020,2185161,10838,52250,258
53920,Albania,12/1/2020,39014,832,822,12
53921,Algeria,12/1/2020,84152,953,2447,16
53922,Andorra,12/1/2020,6790,45,76,0
53923,Angola,12/1/2020,15251,112,350,2
53924,Antigua and Barbuda,12/1/2020,142,1,4,0
53925,Argentina,12/1/2020,1432570,8037,38928,198
53926,Armenia,12/1/2020,135967,843,2193,29
53927,Asia,12/1/2020,16914109,122821,293898,1737
53928,Australia,12/1/2020,27923,11,908,0
53929,Austria,12/1/2020,285489,3033,3325,141
53930,Azerbaijan,12/1/2020,125602,4426,1433,41
53931,Bahamas,12/1/2020,7543,2,163,0
53932,Bahrain,12/1/2020,87137,181,341,0
53933,Bangladesh,12/1/2020,467225,2293,6675,31
53934,Barbados,12/1/2020,278,2,7,0
53935,Belarus,12/1/2020,138219,1572,1166,8
53936,Belgium,12/1/2020,579212,1867,16786,141
53937,Belize,12/1/2020,5854,0,148,0
53938,Benin,12/1/2020,3015,0,43,0
53939,Bhutan,12/1/2020,414,4,,
53940,Bolivia,12/1/2020,144810,102,8963,6
53941,Bosnia and Herzegovina,12/1/2020,89085,1184,2727,46
53942,Botswana,12/1/2020,10742,0,34,0
53943,Brazil,12/1/2020,6386787,50909,173817,697
53944,Brunei,12/1/2020,151,1,3,0
53945,Bulgaria,12/1/2020,148775,3475,4188,153
53946,Burkina Faso,12/1/2020,2931,45,68,0
53947,Burundi,12/1/2020,689,1,1,0
53948,Cambodia,12/1/2020,329,3,,
53949,Cameroon,12/1/2020,24487,42,441,4
53950,Canada,12/1/2020,387052,5495,12317,78
53951,Cape Verde,12/1/2020,10816,55,106,1
53952,Central African Republic,12/1/2020,4918,5,63,0
53953,Chad,12/1/2020,1700,12,102,1
53954,Chile,12/1/2020,552864,1121,15430,20
53955,China,12/1/2020,92993,91,4743,0
53956,Colombia,12/1/2020,1324792,7986,36934,168
53957,Comoros,12/1/2020,613,2,7,0
53958,Congo,12/1/2020,5774,0,94,0
53959,Costa Rica,12/1/2020,140172,534,1731,5
53960,Cote d'Ivoire,12/1/2020,21334,3,132,0
53961,Croatia,12/1/2020,131342,2900,1861,75
53962,Cuba,12/1/2020,8381,97,136,1
